Year,Employer,Role,Count Male,Count Female,Min Salary,Max Salary,Median Male Salary,Median Female Salary
1996,Group Technologies Inc (GTI),Software Developer,286,11,59684.0,195795.78,175349.19,178431.33
1996,Group Technologies Inc (GTI),Database Administrator,423,8,62303.65,298425.04,145438.39,266579.69
1996,Group Technologies Inc (GTI),Network Engineer,451,8,59654.18,327785.31,130113.54,327096.77
1996,Group Technologies Inc (GTI),IT Technician,190,11,32187.63,300466.49,141322.55,165220.67
1996,Group Technologies Inc (GTI),Software Engineer,254,7,39673.94,256341.92,84468.23,186230.8
1996,Group Technologies Inc (GTI),Web Developer,166,2,33754.07,306808.17,197244.12,208462.26
1996,Group Technologies Inc (GTI),Cybersecurity Analyst,339,17,52041.81,266536.15,162616.26,189422.16
1996,Mobile Solutions Corp (MSC),Computer Operator,473,14,56063.2,201463.33,169239.79,198376.48
1996,Mobile Solutions Corp (MSC),Systems Analyst,136,15,62458.64,292626.38,109125.87,268480.9
1996,Mobile Solutions Corp (MSC),Software Developer,66,3,32124.3,323931.31,158549.81,198900.05
1996,Mobile Solutions Corp (MSC),Database Administrator,380,4,34752.66,261111.81,101603.62,196199.23
1996,Mobile Solutions Corp (MSC),Network Engineer,353,6,56945.35,190929.66,128155.08,165189.49
1996,Mobile Solutions Corp (MSC),IT Technician,330,16,68607.61,307542.59,102522.87,289779.85
1996,Mobile Solutions Corp (MSC),Software Engineer,243,2,32984.02,306185.5,168906.78,279453.31
1996,Mobile Solutions Corp (MSC),Web Developer,362,12,45744.34,287086.05,130859.76,231029.17
1996,Mobile Solutions Corp (MSC),Cybersecurity Analyst,404,19,37218.73,323324.96,140450.48,161109.78
1996,Department Laboratory (DL),Computer Operator,96,5,50337.94,201016.06,136859.79,199255.06
1996,Department Laboratory (DL),Systems Analyst,359,13,66514.82,301963.95,162137.41,290300.86
1996,Department Laboratory (DL),Software Developer,59,10,64753.16,229087.37,138128.06,194185.25
1996,Department Laboratory (DL),Database Administrator,31,17,32626.62,238440.83,80499.2,170604.6
1996,Department Laboratory (DL),Network Engineer,200,4,46836.23,227717.51,154791.06,224138.48
1996,Department Laboratory (DL),IT Technician,472,13,30908.17,301791.53,197598.67,236491.69
1996,Department Laboratory (DL),Software Engineer,443,3,59685.28,274348.38,190610.97,265575.28
1996,Department Laboratory (DL),Web Developer,30,18,68484.79,199864.3,158455.0,187456.87
1996,Department Laboratory (DL),Cybersecurity Analyst,476,3,68146.81,317282.94,178683.29,314995.96
1996,Code AI Corp,Computer Operator,112,6,31760.92,180876.77,110762.1,160792.94
1996,Code AI Corp,Systems Analyst,383,11,40782.38,284756.31,145172.38,224953.28
1996,Code AI Corp,Software Developer,160,1,56353.33,300051.16,125465.78,221528.19
1996,Code AI Corp,Database Administrator,88,2,35300.16,229902.99,181768.84,193315.41
1996,Code AI Corp,Network Engineer,324,16,47202.33,322342.4,116415.92,271122.61
1996,Code AI Corp,IT Technician,254,11,58612.85,241886.48,158054.16,197318.54
1996,Code AI Corp,Software Engineer,414,15,63191.85,298943.75,101524.24,276184.19
1996,Code AI Corp,Web Developer,147,15,43603.49,318587.75,145306.8,160981.11
1996,Code AI Corp,Cybersecurity Analyst,161,17,58772.35,277201.13,126642.75,184268.52
1998,Cloud Net LLC (CNL),Computer Operator,378,12,43267.17,237279.67,164359.17,197733.81
1998,Cloud Net LLC (CNL),Systems Analyst,142,18,32151.6,179656.47,135548.01,137734.91
1998,Cloud Net LLC (CNL),Software Developer,34,18,57620.87,241173.16,146820.27,184558.52
1998,Cloud Net LLC (CNL),Database Administrator,414,14,67357.16,255987.31,124633.94,139717.01
1998,Cloud Net LLC (CNL),Network Engineer,112,16,51684.98,191780.1,143799.62,174584.43
1998,Cloud Net LLC (CNL),IT Technician,242,17,32692.75,212231.31,112880.17,146089.63
1998,Cloud Net LLC (CNL),Software Engineer,477,15,43986.77,200847.98,173876.5,199186.33
1998,Cloud Net LLC (CNL),Web Developer,272,12,51370.54,214312.26,84095.47,160054.02
1998,Cloud Net LLC (CNL),Cybersecurity Analyst,321,6,45086.63,309804.23,194404.21,253941.04
1998,Cyber Digital Corp,Computer Operator,264,9,59954.26,215807.96,157114.17,193000.41
1998,Cyber Digital Corp,Systems Analyst,485,1,34788.51,196549.48,150136.32,190532.3
1998,Cyber Digital Corp,Software Developer,303,13,43493.38,211313.35,101183.1,141396.93
1998,Cyber Digital Corp,Database Administrator,143,7,63820.53,282576.14,166985.54,183501.45
1998,Cyber Digital Corp,Network Engineer,258,13,45960.59,187377.66,129458.52,173294.42
1998,Cyber Digital Corp,IT Technician,127,4,57055.57,215722.17,129206.48,130111.22
1998,Cyber Digital Corp,Software Engineer,311,19,30526.88,299990.54,169444.11,171294.27
1998,Cyber Digital Corp,Web Developer,284,15,43395.31,217132.66,138268.38,173422.27
1998,Cyber Digital Corp,Cybersecurity Analyst,327,3,58063.43,295775.55,82469.87,194166.6
1998,Department Administration (DA),Computer Operator,435,19,40286.42,271196.71,118726.74,216896.5
1998,Department Administration (DA),Systems Analyst,295,1,31640.24,191921.6,90852.29,148117.54
1998,Department Administration (DA),Software Developer,471,6,52114.75,278805.79,88998.65,211451.48
1998,Department Administration (DA),Database Administrator,389,18,54890.79,254009.0,84498.83,171848.06
1998,Department Administration (DA),Network Engineer,167,19,56237.47,235648.09,127133.57,129930.24
1998,Department Administration (DA),IT Technician,122,10,58575.35,223425.86,139847.78,193604.32
1998,Department Administration (DA),Software Engineer,394,6,33174.49,273971.86,162154.37,217749.96
1998,Department Administration (DA),Web Developer,280,16,44271.99,275749.69,162604.83,237767.5
1998,Department Administration (DA),Cybersecurity Analyst,478,4,61691.87,248771.99,143405.33,234243.25
1998,Department Advanced,Computer Operator,267,13,66670.09,293178.05,84337.78,279450.16
1998,Department Advanced,Systems Analyst,407,6,47336.71,212288.47,153901.02,208664.95
1998,Department Advanced,Software Developer,479,17,33630.48,215712.62,130087.71,165778.87
1998,Department Advanced,Database Administrator,67,10,42879.73,274399.49,143889.4,147928.35
1998,Department Advanced,Network Engineer,265,8,64428.77,286873.62,157119.96,166666.16
1998,Department Advanced,IT Technician,136,18,47923.81,188503.58,150861.56,154853.91
1998,Department Advanced,Software Engineer,144,14,42869.55,198932.71,178626.23,188979.77
1998,Department Advanced,Web Developer,153,10,56116.49,276911.88,97739.01,166228.53
1998,Department Advanced,Cybersecurity Analyst,316,16,55845.63,290670.81,127272.14,254262.81
1998,Institute Agency,Computer Operator,186,16,67975.35,205391.62,163497.51,168401.19
1998,Institute Agency,Systems Analyst,174,18,33899.23,305384.36,166582.66,192484.16
1998,Institute Agency,Software Developer,381,14,68310.4,306391.71,174037.21,214450.56
1998,Institute Agency,Database Administrator,339,5,39220.3,311643.63,184563.44,187912.76
1998,Institute Agency,Network Engineer,233,6,69143.73,312860.5,156308.49,193172.49
1998,Institute Agency,IT Technician,123,4,41113.49,299797.41,170371.48,241583.35
1998,Institute Agency,Software Engineer,245,13,45999.69,182085.5,145635.98,149356.91
1998,Institute Agency,Web Developer,134,4,35594.32,312983.67,129598.2,150562.89
1998,Institute Agency,Cybersecurity Analyst,138,7,66686.57,238273.17,133963.18,145773.76
1998,Group Technologies Inc (GTI),Computer Operator,361,16,60488.1,287366.17,157313.37,214739.18
1998,Group Technologies Inc (GTI),Systems Analyst,288,13,39136.49,230025.69,173477.74,183717.94
1998,Group Technologies Inc (GTI),Software Developer,200,9,49641.54,280039.45,161718.96,225268.83
1998,Group Technologies Inc (GTI),Database Administrator,262,2,58322.42,311509.9,167895.28,199206.96
1998,Group Technologies Inc (GTI),Network Engineer,188,1,51442.31,233225.01,80498.94,222449.6
1998,Group Technologies Inc (GTI),IT Technician,27,9,68947.42,268120.1,148607.13,162928.71
1998,Group Technologies Inc (GTI),Software Engineer,83,13,30315.55,311816.36,92590.81,184547.46
1998,Group Technologies Inc (GTI),Web Developer,421,12,46792.27,164676.42,90690.57,135973.21
1998,Group Technologies Inc (GTI),Cybersecurity Analyst,432,2,30709.53,279633.82,149467.16,265476.24
1998,Mobile Solutions Corp (MSC),Computer Operator,427,16,32845.69,313013.6,154491.07,177947.05
1998,Mobile Solutions Corp (MSC),Systems Analyst,207,1,49120.65,288313.87,166439.53,212232.03
1998,Mobile Solutions Corp (MSC),Software Developer,175,15,33896.82,220732.79,145262.57,175708.65
1998,Mobile Solutions Corp (MSC),Database Administrator,463,18,32394.36,234815.21,97952.58,203452.85
1998,Mobile Solutions Corp (MSC),Network Engineer,496,1,41282.12,266775.67,92298.64,196983.38
1998,Mobile Solutions Corp (MSC),IT Technician,58,18,59137.04,230135.74,170076.3,210186.84
1998,Mobile Solutions Corp (MSC),Software Engineer,365,14,61222.68,297929.25,160896.21,169329.22
1998,Mobile Solutions Corp (MSC),Web Developer,141,18,60370.84,229863.35,133433.42,136614.16
1998,Mobile Solutions Corp (MSC),Cybersecurity Analyst,356,15,62398.01,299959.23,150589.8,180557.49
1998,Department Laboratory (DL),Computer Operator,410,1,59929.98,300901.36,90065.62,246741.09
1998,Department Laboratory (DL),Systems Analyst,256,11,36224.22,289883.73,122650.48,250480.95
1998,Department Laboratory (DL),Software Developer,267,18,67802.05,292804.01,105789.94,281983.18
1998,Department Laboratory (DL),Database Administrator,153,16,50722.54,254738.45,140248.43,204837.93
1998,Department Laboratory (DL),Network Engineer,45,4,34681.14,300126.21,126805.45,175722.75
1998,Department Laboratory (DL),IT Technician,145,18,66012.2,270561.32,177317.23,236267.31
1998,Department Laboratory (DL),Software Engineer,195,14,36568.84,229801.94,150072.58,187790.76
1998,Department Laboratory (DL),Web Developer,79,8,52339.77,175312.22,101596.84,165806.74
1998,Department Laboratory (DL),Cybersecurity Analyst,439,18,42405.4,297306.07,156058.73,290197.32
1998,Code AI Corp,Computer Operator,220,6,52805.46,162702.46,124990.45,134365.66
1998,Code AI Corp,Systems Analyst,455,2,35957.34,195320.2,152733.16,181608.71
1998,Code AI Corp,Software Developer,346,9,51407.03,198227.44,113130.9,147100.28
1998,Code AI Corp,Database Administrator,168,13,53538.95,242669.94,119906.99,146176.18
1998,Code AI Corp,Network Engineer,131,4,35063.78,266463.71,101797.6,126602.85
1998,Code AI Corp,IT Technician,230,5,53471.22,226798.96,132275.94,186790.96
1998,Code AI Corp,Software Engineer,475,19,50427.86,187258.43,152559.7,178197.51
1998,Code AI Corp,Web Developer,385,18,51556.72,275614.9,135016.53,176059.26
1998,Code AI Corp,Cybersecurity Analyst,480,16,63851.51,269324.36,99821.86,252969.58
2000,Cloud Net LLC (CNL),Computer Operator,75,5,46742.87,240943.37,135473.37,157284.36
2000,Cloud Net LLC (CNL),Systems Analyst,281,12,38328.48,261814.19,98730.65,206660.64
2000,Cloud Net LLC (CNL),Software Developer,217,17,69063.76,215518.17,146975.03,190350.91
2000,Cloud Net LLC (CNL),Database Administrator,21,5,58936.24,177424.26,120326.14,155178.26
2000,Cloud Net LLC (CNL),Network Engineer,299,11,45681.15,257593.81,132251.2,156528.85
2000,Cloud Net LLC (CNL),IT Technician,53,2,46775.01,246152.93,84791.21,206062.47
2000,Cloud Net LLC (CNL),Software Engineer,191,11,31346.06,197324.02,131021.59,164056.81
2000,Cloud Net LLC (CNL),Web Developer,311,9,46047.97,200276.87,118527.96,197780.04
2000,Cloud Net LLC (CNL),Cybersecurity Analyst,356,10,65496.07,273999.36,113011.96,259216.82
2000,Cyber Digital Corp,Computer Operator,464,16,65291.19,266666.83,121587.43,128825.27
2000,Cyber Digital Corp,Systems Analyst,414,16,30356.62,294275.15,128265.58,213808.47
2000,Cyber Digital Corp,Software Developer,266,11,57878.87,152055.81,126579.86,147702.16
2000,Cyber Digital Corp,Database Administrator,163,9,32772.58,200227.92,136652.58,195174.39
2000,Cyber Digital Corp,Network Engineer,330,19,62689.14,229632.54,171270.11,174709.84
2000,Cyber Digital Corp,IT Technician,140,15,36298.14,242985.35,188367.45,195497.52
2000,Cyber Digital Corp,Software Engineer,420,6,57241.92,195548.1,126786.73,155184.61
2000,Cyber Digital Corp,Web Developer,436,3,46522.15,241159.09,163963.2,193971.16
2000,Cyber Digital Corp,Cybersecurity Analyst,417,19,41793.62,163122.38,140781.58,148021.55
2000,Department Administration (DA),Computer Operator,359,3,57354.74,287472.9,89686.84,216466.56
2000,Department Administration (DA),Systems Analyst,488,16,35209.76,283076.05,144127.11,235248.55
2000,Department Administration (DA),Software Developer,110,14,67329.09,166121.68,116044.66,161234.21
2000,Department Administration (DA),Database Administrator,26,1,52186.59,280657.56,155776.98,199295.67
2000,Department Administration (DA),Network Engineer,330,10,63154.62,251837.53,102128.4,240255.74
2000,Department Administration (DA),IT Technician,485,3,51036.48,235185.34,117194.58,212011.25
2000,Department Administration (DA),Software Engineer,56,3,65620.97,286501.86,135942.78,152944.92
2000,Department Administration (DA),Web Developer,157,7,66140.79,232829.78,136919.52,138998.8
2000,Department Administration (DA),Cybersecurity Analyst,250,6,61038.73,279309.38,99217.9,137762.83
2000,Institute Agency,Computer Operator,428,17,53647.07,266261.0,86895.19,242184.5
2000,Institute Agency,Systems Analyst,355,5,41425.5,280856.05,87931.59,135145.13
2000,Institute Agency,Software Developer,318,12,64941.18,271681.44,144128.26,191870.85
2000,Institute Agency,Database Administrator,72,2,62239.83,199868.04,173556.81,177111.59
2000,Institute Agency,Network Engineer,146,16,50830.51,259181.88,82654.04,247057.25
2000,Institute Agency,IT Technician,355,7,49477.81,163534.08,114526.4,119169.8
2000,Institute Agency,Software Engineer,276,12,63777.37,199068.73,146682.42,174855.67
2000,Institute Agency,Web Developer,211,5,65276.97,222602.06,121656.29,196627.48
2000,Institute Agency,Cybersecurity Analyst,374,6,66532.29,285413.4,109074.2,267760.21
2000,Group Technologies Inc (GTI),Computer Operator,181,15,56266.03,273832.09,87582.04,266616.24
2000,Group Technologies Inc (GTI),Systems Analyst,232,3,47053.4,274669.7,113398.52,259545.95
2000,Group Technologies Inc (GTI),Software Developer,292,8,45755.18,280054.7,99936.26,144707.61
2000,Group Technologies Inc (GTI),Database Administrator,51,12,57638.41,255413.99,133236.15,179584.67
2000,Group Technologies Inc (GTI),Network Engineer,467,18,47055.6,258595.59,130498.25,162584.85
2000,Group Technologies Inc (GTI),IT Technician,85,17,63358.39,251816.25,155303.83,211361.74
2000,Group Technologies Inc (GTI),Software Engineer,209,18,63983.23,256914.71,82508.68,240573.02
2000,Group Technologies Inc (GTI),Web Developer,417,6,54914.36,266657.93,112389.66,149742.85
2000,Group Technologies Inc (GTI),Cybersecurity Analyst,75,5,34884.59,268874.49,106773.38,124873.48
2000,Department Laboratory (DL),Computer Operator,485,3,41985.76,295448.25,96929.69,192399.46
2000,Department Laboratory (DL),Systems Analyst,494,15,58377.97,286493.73,164936.19,271154.38
2000,Department Laboratory (DL),Software Developer,270,2,46949.8,197026.32,146083.15,170133.58
2000,Department Laboratory (DL),Database Administrator,247,3,39976.23,295748.72,164399.96,238875.34
2000,Department Laboratory (DL),Network Engineer,477,8,58525.95,183565.75,138722.67,143718.41
2000,Department Laboratory (DL),IT Technician,93,13,37927.89,272390.21,117418.36,223764.34
2000,Department Laboratory (DL),Software Engineer,246,1,64307.27,185823.21,172503.9,179882.66
2000,Department Laboratory (DL),Web Developer,382,2,56483.82,230260.46,112410.43,165019.01
2000,Department Laboratory (DL),Cybersecurity Analyst,490,3,33449.9,254484.16,97991.59,239360.24
2000,Code AI Corp,Computer Operator,230,12,65808.13,178797.19,129927.71,176845.13
2000,Code AI Corp,Systems Analyst,81,7,57902.94,194050.84,130610.25,168637.53
2000,Code AI Corp,Software Developer,306,1,65614.77,251650.12,100371.73,213599.27
2000,Code AI Corp,Database Administrator,151,2,65150.16,160322.78,121841.34,122556.51
2000,Code AI Corp,Network Engineer,108,16,53953.53,256505.81,188092.48,205891.3
2000,Code AI Corp,IT Technician,268,16,61695.8,182415.63,84610.03,157437.19
2000,Code AI Corp,Software Engineer,366,6,43800.46,263648.34,181283.35,231110.23
2000,Code AI Corp,Web Developer,223,15,39904.55,224666.31,120922.85,180206.93
2000,Code AI Corp,Cybersecurity Analyst,115,6,33707.2,247493.82,147784.31,197832.07
2002,Cloud Net LLC (CNL),Computer Operator,367,13,31828.56,245668.7,88304.59,193644.78
2002,Cloud Net LLC (CNL),Systems Analyst,53,2,58887.76,217819.75,90268.46,180319.8
2002,Cloud Net LLC (CNL),Software Developer,162,7,61208.21,277784.82,90096.84,267692.1
2002,Cloud Net LLC (CNL),Database Administrator,319,15,64527.34,189036.41,120020.23,148357.27
2002,Cloud Net LLC (CNL),Network Engineer,402,9,34409.43,271415.66,118128.46,149169.03
2002,Cloud Net LLC (CNL),IT Technician,317,12,52780.71,237679.11,118533.07,198842.48
2002,Cloud Net LLC (CNL),Software Engineer,497,3,38484.55,200660.1,81285.53,133061.65
2002,Cloud Net LLC (CNL),Web Developer,385,16,64419.46,192180.39,113709.83,184533.8
2002,Cloud Net LLC (CNL),Cybersecurity Analyst,294,8,37789.41,244265.12,123735.01,151582.38
2002,Cyber Digital Corp,Computer Operator,454,19,67784.66,232434.43,81192.29,212422.55
2002,Cyber Digital Corp,Systems Analyst,74,17,66579.84,240024.92,192099.86,199541.58
